timestamp,LP FIR Sample,New ECG Sample,bpm,squared sample
177.626381,-291,-277,53,121
177.627386,-297,-273,53,324
177.628359,-299,-266,53,324
177.629348,-296,-275,53,196
177.630351,-289,-333,53,49
177.631324,-281,-345,53,0
177.632332,-276,-327,53,36
177.633338,-276,-325,53,64
177.634312,-279,-302,53,49
177.635277,-281,-272,53,36
177.6363,-283,-254,53,64
177.63733,-282,-222,53,225
177.638282,-278,-192,53,441
177.6393,-274,-198,53,484
177.64028,-273,-232,53,256
177.641265,-274,-256,53,49
177.642267,-272,-249,53,16
177.643263,-270,-257,53,36
177.644236,-270,-292,53,81
177.645284,-273,-340,53,64
177.646222,-278,-362,53,25
177.647206,-282,-361,53,0
177.648212,-286,-346,53,64
177.64929,-289,-325,53,225
177.650268,-287,-311,53,196
177.651205,-284,-277,53,100
177.652198,-280,-243,53,64
177.65319,-274,-207,53,16
177.654227,-267,-166,53,9
177.655197,-261,-156,53,144
177.656196,-258,-181,53,400
177.657143,-256,-196,53,676
177.658154,-257,-205,53,841
177.659129,-261,-286,53,784
177.660131,-265,-306,53,484
177.661115,-263,-223,53,441
177.662114,-261,-196,53,361
177.663126,-261,-259,53,169
177.664101,-263,-329,53,16
177.665093,-265,-381,53,16
177.666097,-267,-398,53,81
177.667091,-267,-374,53,121
177.668069,-266,-328,53,81
177.669061,-262,-242,53,1
177.670116,-255,-159,53,100
177.671044,-247,-121,53,256
177.672041,-242,-155,53,361
177.673054,-243,-214,53,324
177.674065,-247,-250,53,256
177.675007,-254,-289,53,121
177.676025,-259,-280,53,64
177.677002,-261,-252,53,36
177.677998,-264,-255,53,4
177.679006,-263,-278,53,1
177.679979,-263,-299,53,64
177.680967,-267,-298,53,400
177.681955,-272,-290,53,900
177.682967,-274,-315,53,961
177.683999,-275,-332,53,784
177.684973,-273,-355,53,361
177.685905,-272,-375,53,169
177.686945,-270,-324,53,81
177.687955,-266,-260,53,4
177.688941,-266,-248,53,9
177.689949,-271,-249,53,64
177.690914,-277,-245,53,100
177.691942,-283,-268,53,121
177.692891,-286,-284,53,144
177.693889,-286,-250,53,121
177.694871,-282,-203,53,81
177.695875,-278,-193,53,36
177.696856,-275,-203,53,25
177.697842,-272,-193,53,36
177.69885,-267,-182,53,1
177.699857,-263,-214,53,64
177.700844,-261,-262,53,256
177.70187,-261,-275,53,484
177.702869,-258,-270,53,784
177.703818,-255,-268,53,961
177.704824,-250,-247,53,1024
177.705808,-241,-200,53,1369
177.706838,-233,-169,53,1764
177.707834,-229,-175,53,1849
177.708863,-227,-208,53,1600
177.709783,-227,-258,53,1296
177.71077,-230,-295,53,961
177.711771,-231,-282,53,900
177.712759,-230,-267,53,784
177.713754,-230,-261,53,625
177.714735,-234,-268,53,256
177.71573,-237,-262,53,16
177.716807,-239,-243,53,36
177.717747,-239,-198,53,100
177.718733,-239,-175,53,144
177.719746,-237,-183,53,100
177.720761,-235,-218,53,25
177.721724,-234,-247,53,9
177.722689,-232,-238,53,4
177.723701,-231,-249,53,1
177.724678,-233,-283,53,1
177.725674,-238,-294,53,1
177.726707,-244,-295,53,25
177.727652,-249,-280,53,100
177.728641,-254,-294,53,225
177.729645,-256,-303,53,361
177.730631,-256,-306,53,441
177.731624,-256,-284,53,484
177.732605,-256,-268,53,576
177.733624,-256,-250,53,625
177.734606,-254,-223,53,441
177.735624,-252,-236,53,196
177.736612,-253,-258,53,81
177.737603,-254,-220,53,25
177.738585,-255,-185,53,1
177.739573,-255,-183,53,1
177.740556,-253,-192,53,9
177.741593,-251,-197,53,25
177.742538,-249,-195,53,49
177.743541,-245,-183,53,121
177.744531,-240,-182,53,196
177.745508,-237,-221,53,225
177.746527,-236,-273,53,289
177.747523,-236,-277,53,324
177.748502,-233,-235,53,484
177.749494,-226,-180,53,841
177.750495,-219,-165,53,1156
177.751478,-215,-200,53,1296
177.752485,-215,-261,53,1156
177.753445,-217,-298,53,784
177.754463,-221,-302,53,361
177.755455,-224,-289,53,169
177.756456,-225,-277,53,121
177.757459,-228,-284,53,64
177.758431,-234,-304,53,1
177.759451,-239,-289,53,169
177.760412,-240,-215,53,441
177.761423,-241,-206,53,676
177.762409,-244,-252,53,841
177.763394,-247,-258,53,900
177.764395,-250,-225,53,841
177.765378,-248,-182,53,576
177.766377,-244,-207,53,361
177.767404,-243,-248,53,225
177.768361,-243,-237,53,81
177.769379,-244,-200,53,25
177.770364,-245,-177,53,25
177.771367,-242,-145,53,1
177.772345,-234,-110,53,100
177.773336,-224,-96,53,529
177.77433,-215,-110,53,1225
177.775328,-209,-170,53,1521
177.776306,-206,-234,53,1444
177.777294,-205,-261,53,1444
177.778301,-203,-251,53,1600
177.779309,-204,-324,53,1600
177.780298,-213,-379,53,1024
177.781282,-219,-339,53,529
177.782265,-220,-259,53,196
177.783267,-216,-195,53,64
177.784251,-212,-141,53,9
177.785269,-208,-103,53,1
177.786259,-203,-107,53,9
177.787243,-200,-188,53,25
177.788247,-203,-283,53,0
177.789237,-209,-334,53,25
177.790216,-217,-323,53,16
177.791203,-224,-285,53,25
177.792219,-231,-254,53,121
177.793176,-239,-264,53,529
177.794175,-247,-271,53,1225
177.795179,-251,-245,53,1849
177.796177,-251,-234,53,2304
177.79718,-248,-202,53,2304
177.798178,-243,-140,53,1600
177.799155,-232,-114,53,529
177.800143,-221,-149,53,16
177.801129,-215,-229,53,81
177.802138,-218,-316,53,169
177.803125,-225,-343,53,196
177.804139,-235,-329,53,144
177.805113,-245,-317,53,36
177.806097,-256,-322,53,25
177.807074,-261,-294,53,169
177.808092,-260,-251,53,289
177.809071,-254,-216,53,484
177.810073,-246,-168,53,625
177.811073,-237,-96,53,484
177.812195,-229,-99,53,121
177.813046,-224,-158,53,1
177.814044,-220,-200,53,225
177.815032,-218,-210,53,729
177.816027,-219,-241,53,1369
177.81701,-223,-288,53,1444
177.818052,-231,-296,53,841
177.819067,-240,-306,53,196
177.820024,-251,-366,53,25
177.82107,-259,-377,53,484
177.822007,-260,-340,53,961
177.822974,-258,-306,53,1156
177.823976,-255,-276,53,1225
177.824973,-251,-223,53,1089
177.825951,-241,-136,53,484
177.826955,-231,-95,53,64
177.827944,-225,-118,53,36
177.82899,-223,-173,53,289
177.829915,-225,-215,53,676
177.830942,-233,-249,53,676
177.831929,-242,-292,53,324
177.832915,-251,-327,53,49
177.833922,-258,-346,53,9
177.834902,-263,-310,53,144
177.835908,-265,-285,53,576
177.836893,-264,-270,53,1089
177.837894,-261,-237,53,1296
177.838881,-259,-249,53,1296
177.839869,-255,-294,53,900
177.840845,-250,-281,53,289
177.841913,-244,-221,53,4
177.842864,-236,-139,53,225
177.843852,-225,-67,53,1089
177.844825,-218,-83,53,2025
177.845846,-219,-146,53,2116
177.846816,-224,-194,53,1600
177.847807,-228,-199,53,1089
177.848801,-229,-191,53,900
177.849771,-226,-158,53,841
177.850794,-222,-164,53,784
177.851796,-219,-230,53,625
177.852793,-217,-287,53,361
177.853787,-214,-288,53,121
177.854771,-212,-278,53,36
177.855762,-213,-308,53,36
177.856801,-217,-337,53,49
177.857756,-221,-333,53,49
177.858776,-223,-282,53,36
177.859737,-220,-236,53,36
177.860717,-217,-222,53,25
177.861725,-218,-228,53,1
177.862718,-223,-255,53,36
177.863699,-234,-271,53,400
177.864688,-243,-277,53,961
177.865703,-249,-252,53,1296
177.866674,-248,-189,53,961
177.86767,-245,-130,53,576
177.868694,-242,-137,53,361
177.869693,-244,-198,53,576
177.87066,-249,-262,53,1024
177.871648,-253,-305,53,1225
177.872669,-254,-314,53,961
177.873663,-254,-293,53,400
177.875136,-254,-275,53,121
177.875931,-251,-246,53,4
177.876844,-243,-174,53,25
177.8779,-232,-119,53,169
177.878614,-226,-151,53,256
177.87969,-225,-212,53,361
177.880594,-226,-245,53,529
177.881581,-227,-264,53,676
177.882581,-228,-269,53,676
177.883604,-227,-242,53,729
177.884557,-225,-244,53,841
177.885565,-226,-264,53,625
177.886541,-231,-294,53,144
177.887565,-239,-294,53,49
177.888565,-245,-254,53,361
177.889513,-245,-189,53,400
177.890504,-238,-132,53,144
177.891531,-230,-145,53,9
177.892501,-224,-189,53,16
177.893501,-221,-231,53,36
177.894482,-219,-237,53,36
177.895486,-219,-244,53,49
177.896478,-224,-286,53,49
177.897458,-235,-334,53,16
177.898457,-243,-313,53,4
177.899438,-245,-253,53,0
177.900436,-244,-230,53,36
177.901441,-245,-278,53,225
177.90244,-248,-329,53,576
177.903453,-252,-328,53,961
177.904489,-256,-319,53,1369
177.905422,-258,-293,53,1521
177.90648,-253,-205,53,841
177.907413,-244,-120,53,81
177.908405,-236,-85,53,49
177.909395,-231,-95,53,196
177.910384,-232,-150,53,144
177.911361,-235,-197,53,100
177.912363,-235,-196,53,169
177.913354,-232,-163,53,400
177.914353,-229,-178,53,729
177.915354,-227,-210,53,961
177.916346,-226,-258,53,729
177.917338,-223,-280,53,441
177.91838,-219,-233,53,289
177.919351,-217,-214,53,196
177.92033,-217,-233,53,225
177.921339,-216,-254,53,361
177.922302,-212,-249,53,529
177.923297,-207,-228,53,625
177.924293,-202,-214,53,729
177.925367,-198,-217,53,841
177.926262,-199,-220,53,729
177.927294,-202,-190,53,441
177.928273,-205,-144,53,196
177.92928,-208,-150,53,81
177.930256,-210,-200,53,49
177.931253,-214,-267,53,4
177.932233,-217,-255,53,25
177.933215,-220,-219,53,169
177.934231,-221,-195,53,361
177.935212,-221,-221,53,529
177.936212,-221,-253,53,484
177.937223,-219,-243,53,289
177.938209,-218,-209,53,169
177.939209,-217,-190,53,81
177.940202,-214,-180,53,16
177.941208,-210,-183,53,16
177.942174,-207,-185,53,100
177.943156,-205,-188,53,225
177.944238,-204,-196,53,289
177.945202,-204,-208,53,289
177.946152,-204,-218,53,289
177.947111,-205,-223,53,196
177.948126,-210,-229,53,64
177.949126,-214,-233,53,9
177.950131,-216,-246,53,4
177.951117,-217,-284,53,49
177.952106,-219,-306,53,144
177.953143,-223,-298,53,324
177.954093,-226,-255,53,484
177.955107,-226,-213,53,484
177.956082,-223,-198,53,361
177.957073,-221,-197,53,256
177.958065,-220,-194,53,100
177.959053,-220,-190,53,36
177.960055,-221,-198,53,25
177.961098,-223,-224,53,36
177.96203,-227,-263,53,64
177.963006,-233,-299,53,100
177.963999,-240,-343,53,196
177.965006,-249,-379,53,529
177.966114,-258,-399,53,1225
177.966999,-265,-377,53,1936
177.968013,-270,-326,53,2500
177.970152,-271,-244,53,2601
177.970297,-266,-144,53,2025
177.971162,-256,-99,53,1089
177.972843,-248,-134,53,441
177.973029,-242,-193,53,81
177.973957,-242,-242,53,4
177.974963,-245,-276,53,16
177.975933,-250,-292,53,64
177.976928,-256,-315,53,81
177.977924,-263,-341,53,49
177.978906,-269,-307,53,4
177.979936,-270,-218,53,16
177.980877,-266,-156,53,100
177.981866,-261,-155,53,169
177.982875,-255,-172,53,169
177.983964,-246,-165,53,16
177.985004,-234,-143,53,121
177.985886,-221,-136,53,841
177.986873,-210,-165,53,2116
177.987873,-203,-178,53,3600
177.988834,-199,-170,53,4900
177.98984,-200,-169,53,4900
177.990854,-205,-187,53,3721
177.991827,-210,-230,53,2601
177.992839,-213,-264,53,1764
177.993821,-215,-284,53,961
177.994828,-215,-280,53,361
177.995798,-214,-271,53,49
177.996831,-214,-301,53,16
177.997789,-213,-334,53,100
177.998805,-215,-342,53,256
177.999784,-219,-301,53,361
178.000761,-224,-245,53,361
178.001767,-227,-230,53,289
178.002746,-230,-223,53,289
178.003765,-231,-193,53,256
178.004798,-233,-172,53,324
178.005764,-234,-170,53,400
178.00674,-233,-143,53,361
178.007713,-230,-113,53,289
178.008708,-227,-114,53,144
178.009695,-227,-157,53,64
178.010796,-228,-218,53,16
178.011674,-230,-265,53,9
178.012662,-230,-263,53,0
178.013689,-226,-202,53,25
178.014687,-218,-125,53,225
178.015675,-208,-77,53,676
178.016686,-199,-103,53,1156
178.017662,-191,-183,53,1521
178.018641,-186,-239,53,1681
178.019648,-183,-252,53,1936
178.020636,-183,-231,53,2025
178.021626,-181,-200,53,2401
178.022671,-179,-184,53,2601
178.023609,-178,-174,53,2304
178.02464,-180,-203,53,1444
178.025604,-186,-291,53,484
178.026579,-196,-337,53,9
178.027589,-206,-321,53,225
178.028567,-215,-303,53,841
178.029572,-222,-296,53,1521
178.030562,-225,-273,53,1764
178.031543,-223,-231,53,1764
178.032558,-220,-186,53,1681
178.033606,-219,-198,53,1681
178.034541,-227,-280,53,2209
178.035542,-238,-304,53,2704
178.036501,-247,-265,53,2601
178.037522,-248,-216,53,1764
178.038511,-244,-148,53,841
178.039515,-237,-113,53,225
178.040487,-233,-150,53,64
178.041506,-233,-211,53,100
178.042471,-237,-259,53,289
178.043476,-242,-282,53,529
178.044462,-248,-313,53,441
178.045525,-251,-356,53,169
178.046448,-254,-398,53,49
178.047413,-259,-414,53,121
178.048435,-262,-376,53,324
178.049431,-261,-259,53,576
178.050421,-255,-168,53,484
178.051429,-252,-158,53,361
178.052459,-251,-172,53,196
178.05339,-250,-168,53,64
178.054415,-246,-207,53,4
178.055412,-243,-254,53,64
178.056381,-243,-254,53,121
178.057371,-243,-229,53,256
178.058357,-247,-211,53,225
178.059359,-252,-221,53,81
178.060366,-257,-245,53,4
178.061346,-258,-232,53,36
178.062334,-255,-203,53,16
178.06334,-250,-185,53,0
178.064335,-243,-175,53,9
178.065315,-233,-156,53,100
178.066305,-221,-149,53,484
178.067291,-208,-155,53,1225
178.068284,-197,-165,53,2500
178.069327,-194,-198,53,3364
178.070297,-198,-241,53,3481
178.071325,-202,-240,53,3136
178.072288,-204,-207,53,2601
178.073279,-205,-200,53,2025
178.074264,-205,-208,53,1444
178.075254,-203,-209,53,900
178.076229,-201,-210,53,400
178.077219,-201,-221,53,49
178.078209,-201,-220,53,16
178.079236,-201,-223,53,49
178.084328,-201,-245,53,9
178.084335,-204,-280,53,4
178.084342,-208,-286,53,16
178.084349,-213,-289,53,64
178.084356,-220,-311,53,225
178.085201,-229,-335,53,676
178.086183,-237,-307,53,1296
178.087179,-241,-254,53,1600
178.088151,-245,-231,53,1936
178.089169,-245,-201,53,1936
178.090155,-242,-184,53,1681
178.091142,-243,-249,53,1521
178.092136,-248,-314,53,1600
178.093124,-252,-291,53,1521
178.09412,-254,-237,53,1156
178.095125,-255,-228,53,676
178.096151,-255,-222,53,324
178.097083,-254,-198,53,169
178.098078,-252,-176,53,49
178.099076,-251,-208,53,36
178.10009,-251,-247,53,81
178.101088,-251,-265,53,64
178.102058,-249,-252,53,1
178.103079,-245,-207,53,49
178.104052,-240,-208,53,196
178.105034,-236,-263,53,361
178.106031,-237,-315,53,324
178.107011,-240,-326,53,196
178.108005,-245,-324,53,49
178.109013,-251,-332,53,0
178.110025,-257,-299,53,36
178.111,-256,-223,53,25
178.111988,-247,-146,53,4
178.113002,-239,-129,53,36
178.113979,-235,-153,53,25
178.114974,-231,-155,53,25
178.115964,-228,-162,53,81
178.116961,-230,-221,53,100
178.117952,-233,-244,53,144
178.118966,-234,-234,53,289
178.11999,-233,-231,53,576
178.120937,-231,-219,53,625
178.121927,-229,-204,53,324
178.123008,-230,-237,53,81
178.123929,-235,-293,53,0
178.124894,-238,-330,53,49
178.125913,-240,-353,53,144
178.12695,-241,-357,53,121
178.12795,-242,-339,53,81
178.129005,-239,-277,53,25
178.129941,-234,-200,53,1
178.130943,-231,-164,53,0
178.131954,-232,-160,53,9
178.132845,-236,-200,53,36
178.133838,-240,-248,53,25
178.134831,-246,-265,53,64
178.135855,-250,-238,53,100
178.136825,-249,-205,53,64
178.137822,-247,-203,53,25
178.138849,-246,-220,53,49
178.139828,-247,-238,53,169
178.140782,-247,-226,53,256
178.14182,-247,-211,53,225
178.142774,-246,-215,53,100
178.143779,-242,-212,53,4
178.144743,-236,-213,53,100
178.145752,-232,-259,53,324
178.146816,-230,-333,53,361
178.147745,-232,-375,53,225
178.148731,-235,-335,53,121
178.149743,-237,-246,53,100
178.150734,-239,-195,53,64
178.151709,-242,-226,53,25
178.152714,-243,-217,53,9
178.153722,-241,-200,53,1
178.154686,-239,-227,53,9
178.155679,-241,-282,53,81
178.156673,-247,-323,53,289
178.157665,-253,-333,53,441
178.158752,-259,-327,53,576
178.159703,-259,-247,53,484
178.160659,-257,-181,53,324
178.161632,-254,-147,53,144
178.162642,-248,-109,53,25
178.163619,-244,-123,53,9
178.16461,-243,-199,53,16
178.165607,-242,-242,53,1
178.166633,-236,-207,53,121
178.167615,-226,-179,53,729
178.168608,-218,-176,53,1681
178.169637,-216,-192,53,1849
178.170589,-216,-208,53,1681
178.171639,-217,-235,53,1369
178.172585,-219,-266,53,841
178.173593,-222,-263,53,484
178.17464,-224,-269,53,361
178.175538,-223,-252,53,361
178.176538,-218,-217,53,324
178.17754,-211,-210,53,225
178.178518,-208,-250,53,100
178.179516,-208,-254,53,64
178.180508,-209,-205,53,49
178.181494,-210,-169,53,49
178.182485,-212,-143,53,49
178.183497,-212,-117,53,100
178.184469,-207,-104,53,289
178.185455,-202,-139,53,441
178.186496,-199,-153,53,361
178.187483,-198,-165,53,169
178.188501,-200,-217,53,64
178.189454,-202,-223,53,36
178.190457,-201,-197,53,64
178.191435,-200,-204,53,100
178.192424,-199,-239,53,169
178.193412,-200,-295,53,144
178.194407,-202,-312,53,25
178.195392,-205,-298,53,9
178.196386,-209,-296,53,100
178.197393,-212,-278,53,196
178.198367,-211,-241,53,121
178.199363,-208,-177,53,36
178.200376,-202,-102,53,1
178.201363,-199,-95,53,1
178.202349,-200,-164,53,1
178.203352,-204,-209,53,16
178.204358,-209,-198,53,49
178.205355,-211,-183,53,36
178.206312,-214,-200,53,25
178.207321,-216,-213,53,16
178.208302,-215,-198,53,16
178.20932,-212,-155,53,16
178.21031,-209,-137,53,49
178.211303,-205,-134,53,36
178.212287,-199,-109,53,1
178.213291,-189,-94,53,225
178.214276,-177,-70,53,1024
178.215285,-165,-68,53,2116
178.216257,-153,-45,53,3721
178.217267,-139,-17,53,5929
178.218261,-127,8,53,7744
178.219299,-120,-30,53,8464
178.220218,-119,-89,53,8100
178.221235,-120,-122,53,7225
178.22227,-118,-114,53,6561
178.223221,-112,-93,53,5929
178.224199,-106,-86,53,5041
178.225237,-101,-72,53,4096
178.226237,-93,-44,53,3600
178.227174,-86,-78,53,2809
178.228183,-84,-147,53,1849
178.229168,-85,-187,53,1225
178.23018,-87,-177,53,1024
178.231158,-88,-140,53,1024
178.232163,-90,-146,53,784
178.233143,-95,-195,53,289
178.234139,-101,-194,53,25
178.235159,-105,-158,53,16
178.236133,-110,-139,53,289
178.237132,-117,-149,53,961
178.238132,-123,-123,53,1521
178.239119,-127,-100,53,1764
178.240092,-128,-107,53,1681
178.241088,-127,-108,53,1521
178.24212,-128,-128,53,1444
178.243069,-131,-160,53,1296
178.244082,-136,-187,53,1225
178.24507,-140,-159,53,1225
178.246054,-144,-122,53,1156
178.247039,-145,-93,53,784
178.248037,-142,-88,53,361
178.249026,-139,-128,53,144
178.250027,-138,-159,53,100
178.251027,-140,-178,53,169
178.252032,-144,-218,53,256
178.253012,-147,-271,53,256
178.254036,-151,-256,53,225
178.25502,-152,-196,53,144
178.256004,-154,-168,53,100
178.256996,-154,-147,53,81
178.257994,-154,-120,53,144
178.25895,-155,-123,53,256
178.259961,-156,-136,53,324
178.260968,-157,-132,53,289
178.261957,-159,-150,53,225
178.262948,-161,-202,53,196
178.26398,-164,-252,53,169
178.264959,-171,-296,53,361
178.265939,-180,-314,53,676
178.266929,-192,-319,53,1444
178.267913,-203,-313,53,2401
178.268902,-212,-303,53,3249
178.269912,-219,-297,53,3969
178.270882,-224,-277,53,4489
178.271904,-225,-239,53,4356
178.272857,-221,-200,53,3600
178.273843,-218,-204,53,2916
178.274871,-219,-206,53,2304
178.275859,-220,-188,53,1600
178.27684,-221,-178,53,841
178.277848,-225,-198,53,484
178.278836,-232,-250,53,400
178.279821,-239,-281,53,400
178.280812,-247,-285,53,529
178.281822,-252,-260,53,729
178.282796,-254,-238,53,1089
178.283794,-253,-238,53,1225
178.284782,-251,-248,53,1024
178.285792,-247,-239,53,729
178.28677,-240,-184,53,361
178.287776,-230,-108,53,25
178.288767,-220,-106,53,144
178.289747,-213,-147,53,676
178.290739,-209,-204,53,1444
178.291831,-209,-230,53,1849
178.292732,-211,-243,53,1849
178.293733,-213,-239,53,1600
178.294704,-212,-204,53,1521
178.295717,-213,-194,53,1156
178.296731,-215,-228,53,625
178.297716,-219,-270,53,121
178.298697,-221,-293,53,1
178.299694,-223,-315,53,100
178.300674,-226,-357,53,289
178.301696,-233,-400,53,576
178.302705,-241,-400,53,900
178.303673,-248,-369,53,1225
178.304713,-253,-351,53,1681
178.305641,-258,-346,53,2025
178.306634,-265,-325,53,2500
178.307642,-274,-282,53,3025
178.308642,-281,-234,53,3600
178.309618,-284,-211,53,3721
178.310604,-283,-197,53,3249
178.311599,-281,-174,53,2304
178.312592,-277,-180,53,1296
178.313581,-276,-206,53,784
178.314574,-279,-265,53,676
178.315569,-286,-329,53,784
178.316574,-292,-362,53,729
178.31754,-295,-316,53,441
178.318562,-295,-301,53,196
178.319575,-294,-296,53,100
178.320548,-288,-243,53,25
178.321524,-278,-186,53,9
178.32256,-267,-188,53,100
178.323538,-259,-209,53,289
178.324503,-254,-243,53,625
178.3255,-249,-258,53,1369
178.326485,-242,-186,53,2500
178.327483,-234,-119,53,3721
178.328496,-230,-142,53,4225
178.32947,-231,-248,53,3969
178.330463,-237,-314,53,2601
178.331464,-243,-296,53,1225
178.332453,-246,-242,53,441
178.333437,-246,-189,53,169
178.33444,-239,-136,53,225
178.335417,-227,-91,53,484
178.336415,-212,-55,53,900
178.337431,-198,-44,53,1296
178.338444,-184,-18,53,2116
178.339414,-169,13,53,3844
178.340406,-156,14,53,6561
178.341397,-143,71,53,10000
178.342389,-124,187,53,14884
178.343385,-100,282,53,21316
178.344371,-73,297,53,27556
178.345368,-47,264,53,32400
178.34636,-24,267,53,35344
178.347374,-3,309,53,38025
178.348344,21,358,53,42025
178.34934,53,373,53,49284
178.350312,84,324,53,57600
178.351305,110,214,53,64009
178.35232,127,99,53,63001
178.353328,138,29,53,56644
178.354311,144,-21,53,47089
178.355309,144,-80,53,36481
178.356284,140,-131,53,26896
178.357278,135,-158,53,19044
178.358283,127,-175,53,11236
178.35926,116,-202,53,3969
178.360251,105,-215,53,441
178.361241,90,-217,53,400
178.362233,70,-225,53,3249
178.363242,46,-183,53,8464
178.364231,26,-111,53,13924
178.365237,9,-78,53,18225
178.366212,-8,-90,53,21904
178.367204,-30,-140,53,27225
178.36821,-59,-209,53,34596
178.369193,-90,-253,53,42436
178.37021,-117,-223,53,49284
178.371204,-138,-195,53,51984
178.372226,-155,-252,53,50625
178.373194,-174,-343,53,48400
178.374158,-192,-377,53,47524
178.375152,-207,-392,53,46656
178.376142,-221,-400,53,45369
178.377151,-233,-396,53,41209
178.378119,-242,-356,53,33489
178.379114,-248,-329,53,24964
178.380105,-255,-351,53,19044
178.381105,-262,-361,53,15376
178.382105,-265,-274,53,12100
178.383106,-264,-173,53,8100
178.384078,-266,-142,53,5476
178.385082,-270,-155,53,3969
178.386102,-275,-197,53,2916
178.387076,-280,-241,53,2209
178.388056,-283,-265,53,1681
178.389057,-283,-267,53,1225
178.390039,-284,-243,53,841
178.391046,-284,-179,53,484
178.392059,-279,-149,53,196
178.393016,-270,-171,53,36
178.393994,-261,-203,53,25
178.395016,-253,-237,53,289
178.396029,-244,-220,53,961
178.397297,-234,-181,54,2116
178.39814,-223,-140,54,3600
178.399016,-214,-151,54,4761
178.399995,-206,-187,54,6084
178.400974,-198,-213,54,7396
178.401977,-196,-220,54,6889
178.402953,-196,-177,54,5476
178.403955,-194,-113,54,4489
178.404941,-191,-95,54,3844
178.405937,-188,-131,54,3136
178.406906,-185,-169,54,2401
178.407925,-180,-176,54,1849
178.4089,-174,-149,54,1600
178.409915,-169,-133,54,1369
178.41089,-167,-151,54,961
178.411894,-168,-167,54,784
178.412879,-167,-147,54,841
178.413872,-163,-114,54,961
178.414866,-155,-92,54,1296
178.415854,-147,-55,54,1681
178.416858,-139,-23,54,2116
178.417861,-133,-18,54,2209
178.418856,-128,-46,54,2116
178.419846,-124,-104,54,2025
178.420837,-121,-169,54,2116
178.421832,-120,-188,54,2304
178.422815,-121,-207,54,2116
178.423795,-127,-227,54,1296
178.424805,-135,-261,54,400
178.425789,-143,-286,54,16
178.426774,-145,-214,54,36
178.42778,-145,-166,54,144
178.428775,-147,-190,54,361
178.429779,-151,-208,54,729
178.430754,-151,-162,54,900
178.431746,-148,-110,54,784
178.432748,-147,-125,54,676
178.433741,-150,-174,54,529
178.434733,-157,-219,54,484
178.435719,-167,-261,54,576
178.436728,-179,-266,54,1156
178.437706,-190,-245,54,2025
178.438701,-199,-223,54,2704
178.439692,-201,-146,54,2500
178.440679,-197,-84,54,2116
178.441738,-189,-30,54,1681
178.442675,-180,-25,54,1089
178.443659,-174,-108,54,576
178.444652,-171,-193,54,196
178.445652,-168,-225,54,1
178.44663,-168,-215,54,121
178.447633,-168,-177,54,484
178.448648,-166,-153,54,1089
178.449639,-164,-160,54,1369
178.45064,-165,-186,54,1024
178.451656,-170,-198,54,361
178.45262,-172,-166,54,64
178.453626,-170,-136,54,16
178.454611,-166,-144,54,25
178.45562,-161,-159,54,49
178.456626,-155,-155,54,169
178.457594,-151,-151,54,289
178.45862,-146,-132,54,400
178.459588,-144,-97,54,400
178.46055,-143,-76,54,484
178.461555,-146,-84,54,576
178.462558,-150,-105,54,484
178.46353,-154,-179,54,256
178.464521,-156,-247,54,100
178.465566,-159,-278,54,4
178.466551,-161,-255,54,36
178.467555,-163,-214,54,144
178.468518,-164,-173,54,324
178.469525,-162,-130,54,324
178.470502,-160,-133,54,289
178.471564,-158,-162,54,144
178.472483,-158,-166,54,64
178.473474,-159,-158,54,25
178.474468,-158,-122,54,4
178.475472,-153,-71,54,36
178.476456,-149,-74,54,144
178.477427,-146,-93,54,289
178.478445,-146,-130,54,324
178.479442,-151,-190,54,121
178.480428,-159,-235,54,1
178.481501,-166,-218,54,64
178.482497,-167,-140,54,81
178.483463,-164,-111,54,25
178.484484,-160,-159,54,4
178.485483,-156,-205,54,9
178.486388,-152,-174,54,9
178.487403,-146,-103,54,0
178.488356,-143,-111,54,9
178.489371,-145,-168,54,36
178.490438,-147,-177,54,144
178.491433,-145,-114,54,441
178.492376,-139,-44,54,784
178.493344,-133,-32,54,961
178.494348,-130,-70,54,900
178.495345,-133,-127,54,529
178.496329,-138,-172,54,196
178.497369,-140,-145,54,36
178.498308,-139,-95,54,16
178.499321,-134,-105,54,121
178.500286,-131,-172,54,256
178.501284,-132,-234,54,169
178.502279,-136,-220,54,9
178.503307,-137,-140,54,16
178.504313,-132,-55,54,4
178.505295,-123,-30,54,100
178.506246,-117,-47,54,441
178.507275,-116,-77,54,576
178.508245,-115,-102,54,576
178.509308,-111,-86,54,529
178.510256,-106,-72,54,625
178.511232,-105,-98,54,729
178.512404,-109,-114,54,729
178.513316,-112,-108,54,625
178.514311,-115,-128,54,289
178.515328,-116,-148,54,49
178.516356,-115,-153,54,4
178.517328,-117,-183,54,1
178.518238,-124,-222,54,81
178.519156,-129,-208,54,324
178.520167,-129,-165,54,529
178.521138,-124,-145,54,361
178.522127,-120,-136,54,121
178.523139,-120,-134,54,64
178.524119,-121,-93,54,36
178.525114,-123,-58,54,49
178.526113,-125,-94,54,100
178.527118,-128,-130,54,121
178.528136,-130,-144,54,36
178.52909,-133,-156,54,16
178.530091,-137,-148,54,64
178.531086,-137,-84,54,169
178.532073,-132,-13,54,144
178.533143,-128,-47,54,64
178.534063,-129,-142,54,64
178.535113,-132,-196,54,81
178.536064,-133,-191,54,64
