timestamp,LP FIR Sample,New ECG Sample,R-R Interval,bpm
2526.957369,13,-66,1163,52
2526.958365,9,-55,1163,52
2526.959385,7,-22,1163,52
2526.960353,7,8,1163,52
2526.961335,8,8,1163,52
2526.962333,9,-6,1163,52
2526.96333,9,-31,1163,52
2526.964338,8,-48,1163,52
2526.965337,7,-50,1163,52
2526.966313,6,-51,1163,52
2526.967322,2,-59,1163,52
2526.968302,-2,-28,1163,52
2526.969287,-5,29,1163,52
2526.97028,-7,52,1163,52
2526.971259,-10,26,1163,52
2526.972255,-12,7,1163,52
2526.973243,-14,-5,1163,52
2526.974274,-15,-2,1163,52
2526.975234,-14,20,1163,52
2526.976236,-10,54,1163,52
2526.977227,-4,61,1163,52
2526.978234,0,42,1163,52
2526.97924,3,30,1163,52
2526.980193,5,57,1163,52
2526.98119,8,67,1163,52
2526.982192,11,43,1163,52
2526.983177,13,9,1163,52
2526.984153,15,-4,1163,52
2526.985194,17,-6,1163,52
2526.986172,19,-10,1163,52
2526.987174,21,-28,1163,52
2526.988235,20,-38,1163,52
2526.989159,17,-27,1163,52
2526.990169,13,-36,1163,52
2526.991166,8,-80,1163,52
2526.992149,2,-109,1163,52
2526.993116,-3,-120,1163,52
2526.994131,-7,-93,1163,52
2526.995114,-6,41,1163,52
2526.996106,0,182,1163,52
2526.997119,4,166,1163,52
2526.998086,7,96,1163,52
2526.999076,7,39,1163,52
2527.000087,5,6,1163,52
2527.001074,3,27,1163,52
2527.00209,4,65,1163,52
2527.00305,7,76,1163,52
2527.004026,11,63,1163,52
2527.005034,12,15,1163,52
2527.006025,10,-49,1163,52
2527.00704,8,-74,1163,52
2527.008047,9,-13,1163,52
2527.009003,13,61,1163,52
2527.010016,19,88,1163,52
2527.011001,26,53,1163,52
2527.011996,33,33,1163,52
2527.012973,40,23,1163,52
2527.013968,46,16,1163,52
2527.014956,46,37,1163,52
2527.015965,41,87,1163,52
2527.016949,38,101,1163,52
2527.017948,37,82,1163,52
2527.01894,38,59,1163,52
2527.019939,40,52,1163,52
2527.020939,42,70,1163,52
2527.021942,42,60,1163,52
2527.022936,39,13,1163,52
2527.023919,34,-39,1163,52
2527.024953,29,-72,1163,52
2527.025904,29,-56,1163,52
2527.026898,31,-34,1163,52
2527.027904,32,14,1163,52
2527.028881,34,84,1163,52
2527.029915,35,125,1163,52
2527.03089,40,135,1163,52
2527.031842,44,123,1163,52
2527.03284,49,123,1163,52
2527.03386,55,139,1163,52
2527.034831,59,121,1163,52
2527.035843,59,84,1163,52
2527.036819,56,38,1163,52
2527.037814,52,2,1163,52
2527.03881,50,14,1163,52
2527.039817,50,65,1163,52
2527.040793,52,92,1163,52
2527.0418,53,83,1163,52
2527.042781,54,48,1163,52
2527.043769,59,46,1163,52
2527.0448,65,49,1163,52
2527.045813,71,69,1163,52
2527.046757,78,97,1163,52
2527.047752,82,99,1163,52
2527.048732,84,118,1163,52
2527.049746,84,136,1163,52
2527.05073,83,113,1163,52
2527.051716,80,64,1163,52
2527.052714,76,37,1163,52
2527.053717,72,63,1163,52
2527.054805,71,97,1163,52
2527.055693,71,92,1163,52
2527.056711,73,72,1163,52
2527.057735,76,63,1163,52
2527.058673,77,29,1163,52
2527.059699,72,-19,1163,52
2527.060676,68,-1,1163,52
2527.061679,68,79,1163,52
2527.062631,72,141,1163,52
2527.06365,77,141,1163,52
2527.064652,82,143,1163,52
2527.065678,85,135,1163,52
2527.066617,85,91,1163,52
2527.067597,82,44,1163,52
2527.068634,77,12,1163,52
2527.069614,70,6,1163,52
2527.070582,65,20,1163,52
2527.071577,65,46,1163,52
2527.07259,66,65,1163,52
2527.073583,68,105,1163,52
2527.074569,71,165,1163,52
2527.075556,76,190,1163,52
2527.076549,81,168,1163,52
2527.077557,85,134,1163,52
2527.078528,89,110,1163,52
2527.079509,94,91,1163,52
2527.080513,99,97,1163,52
2527.081532,101,117,1163,52
2527.082493,101,134,1163,52
2527.083507,100,136,1163,52
2527.084484,100,127,1163,52
2527.085485,98,101,1163,52
2527.086493,97,70,1163,52
2527.087484,98,63,1163,52
2527.088458,101,69,1163,52
2527.089495,105,95,1163,52
2527.090578,112,162,1163,52
2527.091454,119,186,1163,52
2527.092498,123,139,1163,52
2527.093429,121,67,1163,52
2527.094427,114,31,1163,52
2527.095435,107,42,1163,52
2527.096411,102,76,1163,52
2527.097421,102,127,1163,52
2527.098385,106,184,1163,52
2527.09943,112,213,1163,52
2527.100363,116,180,1163,52
2527.101393,116,113,1163,52
2527.1024,112,61,1163,52
2527.10335,107,38,1163,52
2527.104375,103,43,1163,52
2527.105378,102,72,1163,52
2527.106334,104,110,1163,52
2527.107336,108,142,1163,52
2527.108316,112,156,1163,52
2527.109333,116,175,1163,52
2527.110349,117,185,1163,52
2527.111322,117,178,1163,52
2527.112315,118,159,1163,52
2527.11331,123,168,1163,52
2527.114282,129,148,1163,52
2527.115292,133,125,1163,52
2527.116291,137,160,1163,52
2527.117262,140,187,1163,52
2527.118258,140,178,1163,52
2527.119255,137,158,1163,52
2527.120258,134,120,1163,52
2527.121248,131,50,1163,52
2527.122408,128,11,1163,52
2527.123243,127,14,1163,52
2527.124223,125,9,1163,52
2527.125233,123,26,1163,52
2527.126247,120,56,1163,52
2527.127261,117,85,1163,52
2527.128275,116,131,1163,52
2527.129289,116,171,1163,52
2527.130192,115,158,1163,52
2527.131215,111,110,1163,52
2527.132182,106,56,1163,52
2527.133168,100,44,1163,52
2527.134133,96,79,1163,52
2527.135154,96,119,1163,52
2527.136141,93,97,1163,52
2527.137191,87,75,1163,52
2527.138149,83,96,1163,52
2527.139189,83,148,1163,52
2527.140148,86,180,1163,52
2527.141126,93,185,1163,52
2527.142146,100,168,1163,52
2527.143113,108,160,1163,52
2527.144092,114,128,1163,52
2527.145077,117,88,1163,52
2527.146071,116,48,1163,52
2527.147078,112,-1,1163,52
2527.148068,105,-5,1163,52
2527.149076,99,44,1163,52
2527.150096,95,83,1163,52
2527.151077,95,116,1163,52
2527.152014,100,139,1163,52
2527.153082,104,141,1163,52
2527.154034,107,136,1163,52
2527.15512,108,130,1163,52
2527.156032,108,108,1163,52
2527.157009,109,85,1163,52
2527.158033,108,73,1163,52
2527.158986,103,62,1163,52
2527.159988,98,64,1163,52
2527.160969,90,40,1163,52
2527.161966,83,14,1163,52
2527.162977,75,1,1163,52
2527.163969,69,21,1163,52
2527.164933,67,36,1163,52
2527.165944,65,7,1163,52
2527.166947,63,-34,1163,52
2527.167923,61,-42,1163,52
2527.169011,58,-30,1163,52
2527.169944,53,-7,1163,52
2527.170903,46,-32,1163,52
2527.17193,36,-56,1163,52
2527.172923,26,-57,1163,52
2527.17385,17,-46,1163,52
2527.174958,8,-40,1163,52
2527.175893,0,-57,1163,52
2527.176886,-8,-93,1163,52
2527.177867,-18,-132,1163,52
2527.178854,-29,-150,1163,52
2527.179847,-37,-94,1163,52
2527.180844,-41,-58,1163,52
2527.181835,-45,-50,1163,52
2527.182851,-47,-53,1163,52
2527.183895,-50,-36,1163,52
2527.184896,-53,-26,1163,52
2527.18629,-56,-38,1163,52
2527.18709,-57,-65,1163,52
2527.18842,-60,-93,1163,52
2527.188812,-62,-86,1163,52
2527.189844,-67,-95,1163,52
2527.1908,-71,-113,1163,52
2527.192026,-74,-122,1163,52
2527.192803,-79,-145,1163,52
2527.19378,-85,-180,1163,52
2527.194755,-93,-191,1163,52
2527.195774,-99,-177,1163,52
2527.196722,-103,-176,1163,52
2527.197726,-105,-180,1163,52
2527.198743,-106,-156,1163,52
2527.19996,-108,-131,1163,52
2527.201153,-110,-112,1163,52
2527.202306,-113,-106,1163,52
2527.202704,-116,-103,1163,52
2527.203686,-120,-117,1163,52
2527.20468,-126,-149,1163,52
2527.205674,-132,-153,1163,52
2527.206671,-133,-97,1163,52
2527.207655,-131,-56,1163,52
2527.208643,-130,-64,1163,52
2527.209674,-130,-96,1163,52
2527.21065,-133,-174,1163,52
2527.211648,-138,-219,1163,52
2527.212628,-140,-183,1163,52
2527.213628,-138,-146,1163,52
2527.214606,-135,-130,1163,52
2527.215625,-132,-112,1163,52
2527.216596,-128,-93,1163,52
2527.217592,-123,-74,1163,52
2527.218587,-119,-79,1163,52
2527.219591,-115,-65,1163,52
2527.220569,-112,-47,1163,52
2527.221603,-111,-74,1163,52
2527.222568,-113,-143,1163,52
2527.223554,-116,-195,1163,52
2527.224543,-118,-185,1163,52
2527.225551,-118,-142,1163,52
2527.226542,-117,-89,1163,52
2527.227513,-117,-56,1163,52
2527.228502,-117,-66,1163,52
2527.229512,-117,-90,1163,52
2527.230529,-113,-95,1163,52
2527.2315,-106,-85,1163,52
2527.232492,-102,-93,1163,52
2527.233513,-100,-110,1163,52
2527.234497,-99,-109,1163,52
2527.23549,-99,-109,1163,52
2527.236463,-100,-113,1163,52
2527.237519,-103,-131,1163,52
2527.238541,-107,-172,1163,52
2527.23948,-115,-217,1163,52
2527.240454,-124,-231,1163,52
2527.241456,-132,-222,1163,52
2527.242427,-135,-215,1163,52
2527.243441,-136,-202,1163,52
2527.244397,-134,-144,1163,52
2527.245403,-130,-69,1163,52
2527.246386,-126,-12,1163,52
2527.247406,-123,-4,1163,52
2527.248362,-122,-32,1163,52
2527.249396,-120,-58,1163,52
2527.250371,-120,-94,1163,52
2527.251364,-124,-166,1163,52
2527.252369,-131,-236,1163,52
2527.25335,-138,-236,1163,52
2527.25435,-142,-200,1163,52
2527.255331,-145,-161,1163,52
2527.256322,-146,-145,1163,52
2527.257339,-148,-160,1163,52
2527.258338,-148,-173,1163,52
2527.259293,-146,-180,1163,52
2527.260322,-143,-175,1163,52
2527.26128,-141,-182,1163,52
2527.262283,-140,-191,1163,52
2527.26331,-138,-165,1163,52
2527.264262,-139,-158,1163,52
2527.265261,-145,-183,1163,52
2527.26626,-153,-181,1163,52
2527.267236,-161,-161,1163,52
2527.268239,-168,-172,1163,52
2527.26928,-174,-178,1163,52
2527.270245,-178,-172,1163,52
2527.271248,-178,-169,1163,52
2527.272272,-174,-161,1163,52
2527.273225,-170,-143,1163,52
2527.274205,-165,-118,1163,52
2527.275189,-161,-64,1163,52
2527.276175,-154,-17,1163,52
2527.277176,-147,-16,1163,52
2527.278206,-139,-6,1163,52
2527.279265,-130,1,1163,52
2527.280359,-120,21,1163,52
2527.281142,-112,-17,1163,52
2527.282179,-106,-84,1163,52
2527.283145,-105,-145,1163,52
2527.284136,-106,-181,1163,52
2527.285129,-103,-117,1163,52
2527.286128,-96,-48,1163,52
2527.287102,-89,-19,1163,52
2527.288099,-81,-1,1163,52
2527.289112,-72,-3,1163,52
2527.290101,-66,-49,1163,52
2527.291079,-63,-113,1163,52
2527.292081,-62,-141,1163,52
2527.293067,-61,-130,1163,52
2527.294196,-62,-123,1163,52
2527.295346,-63,-93,1163,52
2527.296539,-64,-43,1163,52
2527.297087,-65,-33,1163,52
2527.298045,-67,-49,1163,52
2527.299045,-70,-55,1163,52
2527.300065,-74,-56,1163,52
2527.301035,-74,-24,1163,52
2527.302031,-71,-16,1163,52
2527.303066,-66,-47,1163,52
2527.304007,-62,-94,1163,52
2527.30503,-63,-133,1163,52
2527.30599,-68,-157,1163,52
2527.306975,-75,-162,1163,52
2527.307994,-81,-122,1163,52
2527.308998,-85,-78,1163,52
2527.310014,-85,-59,1163,52
2527.310941,-84,-77,1163,52
2527.311943,-82,-106,1163,52
2527.312921,-80,-102,1163,52
2527.313925,-79,-85,1163,52
2527.314946,-79,-102,1163,52
2527.315927,-84,-135,1163,52
2527.316932,-90,-151,1163,52
2527.317922,-93,-119,1163,52
2527.318913,-95,-100,1163,52
2527.3199,-98,-112,1163,52
2527.320886,-102,-93,1163,52
2527.321883,-104,-56,1163,52
2527.322867,-103,-39,1163,52
2527.323877,-101,-58,1163,52
2527.324859,-99,-94,1163,52
2527.325886,-99,-142,1163,52
2527.326873,-98,-157,1163,52
2527.327921,-98,-124,1163,52
2527.328843,-97,-58,1163,52
2527.329897,-94,19,1163,52
2527.330835,-88,35,1163,52
2527.331809,-81,26,1163,52
2527.332808,-76,2,1163,52
2527.333821,-74,-35,1163,52
2527.334792,-71,-46,1163,52
2527.335796,-66,-31,1163,52
2527.336778,-58,8,1163,52
2527.33777,-52,-7,1163,52
2527.338746,-50,-64,1163,52
2527.339791,-47,-54,1163,52
2527.340759,-43,-4,1163,52
2527.341759,-39,26,1163,52
2527.342761,-36,11,1163,52
2527.343726,-33,7,1163,52
2527.344718,-27,25,1163,52
2527.345706,-19,20,1163,52
2527.346722,-11,8,1163,52
2527.34771,-3,34,1163,52
2527.348693,2,67,1163,52
2527.349695,5,79,1163,52
2527.350695,8,79,1163,52
2527.351662,11,93,1163,52
2527.352682,16,96,1163,52
2527.353677,21,65,1163,52
2527.354698,26,52,1163,52
2527.355611,28,25,1163,52
2527.356648,26,-35,1163,52
2527.357652,24,-55,1163,52
2527.358642,26,-10,1163,52
2527.35962,31,29,1163,52
2527.36065,32,29,1163,52
2527.361612,31,-1,1163,52
2527.362602,29,-21,1163,52
2527.363585,29,-8,1163,52
2527.364585,27,-10,1163,52
2527.365587,22,-68,1163,52
2527.366572,16,-112,1163,52
2527.367576,8,-140,1163,52
2527.368563,-1,-121,1163,52
2527.369562,-8,-72,1163,52
2527.370553,-12,-3,1163,52
2527.371546,-15,37,1163,52
2527.372552,-17,51,1163,52
2527.373519,-17,76,1163,52
2527.374547,-18,22,1163,52
2527.375554,-22,-48,1163,52
2527.376517,-23,-62,1163,52
2527.377476,-24,-62,1163,52
2527.378493,-26,-58,1163,52
2527.379504,-29,-26,1163,52
2527.380476,-31,-19,1163,52
2527.381475,-33,-37,1163,52
2527.382455,-34,-30,1163,52
2527.383461,-33,-2,1163,52
2527.384468,-32,14,1163,52
2527.385434,-29,-15,1163,52
2527.386439,-27,-74,1163,52
2527.387433,-26,-109,1163,52
2527.388414,-24,-76,1163,52
2527.389432,-23,-64,1163,52
2527.390471,-27,-80,1163,52
2527.391419,-34,-98,1163,52
2527.392416,-41,-91,1163,52
2527.393412,-47,-48,1163,52
2527.394389,-51,-46,1163,52
2527.395381,-50,-42,1163,52
2527.396379,-47,7,1163,52
2527.397344,-42,31,1163,52
2527.39835,-39,5,1163,52
2527.399353,-38,-10,1163,52
2527.400352,-39,-31,1163,52
2527.40134,-39,-47,1163,52
2527.402328,-41,-64,1163,52
2527.403335,-45,-83,1163,52
2527.404318,-50,-81,1163,52
2527.405334,-51,-42,1163,52
2527.406339,-48,-12,1163,52
2527.407296,-43,-9,1163,52
2527.408298,-40,-15,1163,52
2527.409273,-38,-24,1163,52
2527.410261,-36,-30,1163,52
2527.411281,-32,-29,1163,52
2527.412272,-29,-33,1163,52
2527.41325,-29,-38,1163,52
2527.414243,-27,-15,1163,52
2527.415287,-26,-22,1163,52
2527.416233,-29,-59,1163,52
2527.417231,-36,-102,1163,52
2527.418229,-42,-113,1163,52
2527.419214,-46,-95,1163,52
2527.420218,-49,-77,1163,52
2527.421204,-50,-82,1163,52
2527.422207,-51,-83,1163,52
2527.423184,-51,-84,1163,52
2527.424179,-52,-89,1163,52
2527.425176,-54,-96,1163,52
2527.426184,-59,-99,1163,52
2527.427165,-62,-66,1163,52
2527.428128,-61,-8,1163,52
2527.429134,-61,-22,1163,52
2527.43014,-62,-54,1163,52
2527.431139,-64,-66,1163,52
2527.43214,-66,-79,1163,52
2527.433139,-67,-53,1163,52
2527.434142,-68,-33,1163,52
2527.435113,-68,-10,1163,52
2527.436101,-63,33,1163,52
2527.437341,-56,46,1163,52
2527.438098,-50,5,1163,52
2527.439076,-48,-72,1163,52
2527.440075,-50,-111,1163,52
2527.441078,-52,-118,1163,52
2527.442068,-54,-121,1163,52
2527.443062,-56,-134,1163,52
2527.44404,-60,-155,1163,52
2527.445036,-61,-120,1163,52
2527.446024,-58,-51,1163,52
2527.447021,-57,-28,1163,52
2527.448007,-58,-46,1163,52
2527.44909,-59,-42,1163,52
2527.449989,-59,-38,1163,52
2527.451009,-58,-53,1163,52
2527.452,-57,-52,1163,52
2527.45299,-56,-38,1163,52
2527.453974,-54,3,1163,52
2527.454962,-53,15,1163,52
2527.455959,-55,-1,1163,52
2527.45696,-58,-32,1163,52
2527.457923,-61,-37,1163,52
2527.458962,-58,-24,1163,52
2527.459934,-54,-25,1163,52
2527.460937,-50,-44,1163,52
2527.46196,-45,-23,1163,52
2527.462923,-37,28,1163,52
2527.463919,-28,33,1163,52
2527.464908,-21,13,1163,52
2527.465958,-19,-5,1163,52
2527.466872,-19,-36,1163,52
2527.467882,-20,-58,1163,52
2527.468872,-20,-43,1163,52
2527.46987,-18,-7,1163,52
2527.470859,-16,2,1163,52
2527.47188,-13,-3,1163,52
2527.472862,-13,-30,1163,52
2527.473854,-17,-89,1163,52
2527.474849,-24,-121,1163,52
2527.475837,-29,-105,1163,52
2527.476828,-30,-44,1163,52
2527.477815,-29,-13,1163,52
2527.478811,-29,-26,1163,52
2527.479808,-30,-44,1163,52
2527.480803,-30,-40,1163,52
2527.481792,-28,11,1163,52
2527.482781,-26,60,1163,52
2527.483778,-26,43,1163,52
2527.484783,-27,-12,1163,52
2527.485788,-29,-52,1163,52
2527.486776,-30,-54,1163,52
2527.487712,-30,-55,1163,52
2527.488754,-30,-45,1163,52
2527.489703,-34,-75,1163,52
2527.490731,-38,-93,1163,52
2527.491735,-43,-88,1163,52
2527.492738,-45,-77,1163,52
2527.493754,-45,-83,1163,52
2527.494686,-43,-91,1163,52
2527.495685,-42,-91,1163,52
2527.496687,-45,-87,1163,52
2527.497679,-48,-71,1163,52
2527.49869,-47,-21,1163,52
2527.499672,-44,14,1163,52
2527.500662,-42,17,1163,52
2527.501633,-41,19,1163,52
2527.502663,-44,10,1163,52
2527.503679,-46,-6,1163,52
2527.504641,-45,0,1163,52
2527.505653,-44,-15,1163,52
2527.506631,-44,-61,1163,52
2527.507611,-45,-75,1163,52
2527.508613,-44,-23,1163,52
2527.509593,-38,42,1163,52
2527.510587,-29,90,1163,52
2527.511603,-20,99,1163,52
2527.512615,-13,53,1163,52
2527.513591,-7,34,1163,52
2527.514565,-1,40,1163,52
2527.515566,4,20,1163,52
2527.516577,8,-15,1163,52
2527.517546,10,-14,1163,52
2527.518537,11,-3,1163,52
2527.519552,11,2,1163,52
2527.520559,11,23,1163,52
2527.521508,14,75,1163,52
2527.522522,17,83,1163,52
2527.523523,21,67,1163,52
2527.524507,22,24,1163,52
2527.525498,23,-6,1163,52
2527.526491,25,-18,1163,52
2527.527487,26,-45,1163,52
2527.528469,25,-56,1163,52
2527.529464,19,-68,1163,52
2527.530473,11,-79,1163,52
2527.531454,3,-60,1163,52
2527.532467,-1,-51,1163,52
2527.533463,-6,-66,1163,52
2527.534427,-12,-63,1163,52
2527.535453,-12,6,1163,52
2527.536444,-6,110,1163,52
2527.537458,1,135,1163,52
2527.538429,5,91,1163,52
2527.539397,9,76,1163,52
2527.54042,10,47,1163,52
2527.541417,7,20,1163,52
2527.542415,5,32,1163,52
2527.543407,4,53,1163,52
2527.544386,5,37,1163,52
2527.545359,6,15,1163,52
2527.546372,6,-7,1163,52
2527.547356,9,9,1163,52
2527.548394,13,17,1163,52
2527.549335,17,15,1163,52
2527.550352,21,5,1163,52
2527.551325,24,-7,1163,52
2527.552366,27,7,1163,52
2527.553333,32,47,1163,52
2527.554318,40,89,1163,52
2527.555309,44,85,1163,52
2527.556313,40,41,1163,52
2527.557275,34,-1,1163,52
2527.558298,28,-25,1163,52
2527.55925,24,-7,1163,52
2527.560247,23,25,1163,52
2527.561264,22,4,1163,52
2527.562255,19,-24,1163,52
2527.563339,15,-18,1163,52
2527.564282,13,-3,1163,52
2527.565244,13,13,1163,52
2527.56623,13,-3,1163,52
2527.567231,13,-7,1163,52
2527.568213,11,-12,1163,52
2527.569215,10,-15,1163,52
2527.570204,9,0,1163,52
2527.5712,8,-29,1163,52
2527.572193,5,-69,1163,52
2527.573217,-2,-95,1163,52
2527.574294,-11,-103,1163,52
2527.575184,-19,-79,1163,52
2527.57619,-24,-45,1163,52
2527.577158,-25,-24,1163,52
2527.578134,-22,26,1163,52
2527.57914,-19,67,1163,52
2527.580125,-18,42,1163,52
2527.581122,-19,-18,1163,52
2527.582125,-19,-27,1163,52
2527.583108,-17,26,1163,52
2527.584106,-13,63,1163,52
2527.585117,-11,62,1163,52
2527.586094,-8,62,1163,52
2527.58716,-5,53,1163,52
2527.588079,-1,60,1163,52
2527.589072,3,84,1163,52
2527.590055,7,89,1163,52
2527.591097,12,58,1163,52
2527.592067,15,6,1163,52
2527.59306,19,-19,1163,52
2527.594131,22,-39,1163,52
2527.595031,24,-50,1163,52
2527.596027,24,-45,1163,52
2527.597006,24,-21,1163,52
2527.598006,22,-14,1163,52
2527.598997,20,23,1163,52
2527.599997,21,74,1163,52
2527.600999,26,67,1163,52
2527.602024,29,38,1163,52
2527.602993,29,25,1163,52
2527.603997,26,4,1163,52
2527.605061,22,-20,1163,52
2527.605957,17,-28,1163,52
2527.606959,12,-51,1163,52
2527.607946,6,-62,1163,52
2527.608935,0,-45,1163,52
2527.609933,-5,-15,1163,52
2527.61092,-7,15,1163,52
2527.611926,-6,26,1163,52
2527.612909,-2,62,1163,52
2527.613919,5,125,1163,52
2527.614918,14,128,1163,52
2527.615906,21,93,1163,52
2527.616887,25,54,1163,52
2527.617865,28,52,1163,52
2527.618877,29,45,1163,52
2527.619896,26,11,1163,52
2527.620886,23,3,1163,52
2527.621882,24,48,1163,52
2527.622855,26,78,1163,52
2527.623862,29,55,1163,52
2527.624839,32,44,1163,52
2527.625817,36,63,1163,52
2527.626824,44,99,1163,52
2527.627831,52,96,1163,52
2527.628818,57,58,1163,52
2527.629828,57,-7,1163,52
2527.63079,54,-47,1163,52
2527.631816,52,-20,1163,52
2527.632801,50,19,1163,52
2527.633788,45,27,1163,52
2527.634785,38,-7,1163,52
2527.635771,32,-39,1163,52
2527.636742,27,-48,1163,52
2527.637765,23,-27,1163,52
2527.63876,20,-16,1163,52
2527.639765,18,-28,1163,52
2527.640777,17,-15,1163,52
2527.64173,13,-20,1163,52
2527.642748,8,-30,1163,52
2527.643733,5,-8,1163,52
2527.644724,4,32,1163,52
2527.645703,2,18,1163,52
2527.646685,-3,-22,1163,52
2527.647676,-10,-47,1163,52
2527.648723,-16,-63,1163,52
2527.649678,-20,-83,1163,52
2527.650657,-22,-90,1163,52
2527.651664,-25,-80,1163,52
2527.652678,-29,-53,1163,52
2527.653664,-30,16,1163,52
2527.654637,-25,74,1163,52
2527.65564,-20,67,1163,52
2527.65662,-16,31,1163,52
2527.657646,-14,17,1163,52
2527.658597,-12,31,1163,52
2527.659627,-8,38,1163,52
2527.660624,-6,41,1163,52
2527.661634,-4,19,1163,52
2527.662584,-4,-38,1163,52
2527.663579,-9,-111,1163,52
2527.664611,-16,-114,1163,52
2527.665574,-20,-48,1163,52
2527.666551,-18,8,1163,52
2527.667552,-15,23,1163,52
2527.668569,-9,49,1163,52
2527.669561,-3,43,1163,52
2527.670539,0,-10,1163,52
2527.671539,2,-47,1163,52
2527.672527,2,-48,1163,52
2527.673722,0,-45,1163,52
2527.674518,-6,-46,1163,52
2527.6755,-12,-44,1163,52
2527.676488,-14,-15,1163,52
2527.677498,-13,37,1163,52
2527.678489,-12,44,1163,52
2527.67953,-14,12,1163,52
2527.680488,-17,-26,1163,52
2527.681472,-21,-68,1163,52
2527.682472,-23,-64,1163,52
2527.683455,-20,-52,1163,52
2527.684432,-17,-66,1163,52
2527.685418,-17,-42,1163,52
2527.686409,-18,-5,1163,52
2527.687448,-18,6,1163,52
2527.688482,-22,-17,1163,52
2527.689446,-26,-36,1163,52
2527.690417,-27,-28,1163,52
2527.691393,-24,-6,1163,52
2527.692399,-22,5,1163,52
2527.693396,-21,-34,1163,52
2527.694376,-22,-58,1163,52
2527.695367,-22,-53,1163,52
2527.696368,-25,-73,1163,52
2527.697346,-30,-65,1163,52
2527.698339,-35,-44,1163,52
2527.699346,-38,-44,1163,52
2527.70033,-39,-57,1163,52
2527.70134,-38,-50,1163,52
2527.702362,-38,-54,1163,52
2527.703324,-37,-43,1163,52
2527.704298,-35,-16,1163,52
2527.705311,-33,-11,1163,52
2527.706294,-34,-21,1163,52
2527.707286,-37,-46,1163,52
2527.708261,-38,-49,1163,52
2527.709287,-36,-2,1163,52
2527.710288,-32,59,1163,52
2527.711243,-28,75,1163,52
2527.712265,-24,83,1163,52
2527.713277,-17,108,1163,52
2527.714308,-8,117,1163,52
2527.715234,-2,83,1163,52
2527.716238,4,52,1163,52
2527.71723,9,32,1163,52
2527.718211,11,2,1163,52
2527.719215,12,-22,1163,52
2527.720194,14,-8,1163,52
2527.721236,17,6,1163,52
2527.72221,18,-35,1163,52
2527.723182,15,-105,1163,52
2527.724165,8,-164,1163,52
2527.725152,0,-157,1163,52
2527.726145,-3,-114,1163,52
2527.727148,-5,-74,1163,52
2527.728131,-2,-4,1163,52
2527.729152,0,47,1163,52
2527.730119,-1,31,1163,52
2527.731135,-5,-3,1163,52
2527.732142,-10,-2,1163,52
2527.733119,-15,6,1163,52
2527.734125,-22,-26,1163,52
2527.735092,-27,-31,1163,52
2527.736127,-30,-4,1163,52
2527.737093,-32,-3,1163,52
2527.738078,-34,-38,1163,52
2527.739051,-37,-77,1163,52
2527.740083,-42,-104,1163,52
2527.741117,-47,-99,1163,52
2527.742094,-49,-83,1163,52
2527.74308,-47,-69,1163,52
2527.744079,-41,-37,1163,52
2527.745044,-34,-23,1163,52
2527.746042,-29,-15,1163,52
2527.747047,-25,18,1163,52
2527.748033,-22,50,1163,52
2527.749031,-22,48,1163,52
2527.750006,-22,29,1163,52
2527.750999,-23,-14,1163,52
2527.751986,-23,-10,1163,52
2527.75303,-22,25,1163,52
2527.753996,-19,31,1163,52
2527.754974,-19,-21,1163,52
2527.755977,-21,-38,1163,52
2527.756967,-20,6,1163,52
2527.757973,-17,20,1163,52
2527.758974,-15,-25,1163,52
2527.759976,-12,-59,1163,52
2527.760955,-10,-43,1163,52
2527.761938,-5,8,1163,52
2527.76293,-2,-14,1163,52
2527.763944,-3,-46,1163,52
2527.764919,-3,-34,1163,52
2527.765901,-2,16,1163,52
2527.766874,0,60,1163,52
2527.767902,1,88,1163,52
2527.768861,4,103,1163,52
2527.769878,8,111,1163,52
2527.770882,13,79,1163,52
2527.771908,12,-32,1163,52
2527.772871,4,-122,1163,52
2527.773873,-3,-133,1163,52
2527.774833,-6,-88,1163,52
2527.775832,-6,-31,1163,52
2527.776829,-5,17,1163,52
2527.777816,-4,54,1163,52
2527.778781,0,67,1163,52
2527.779806,4,27,1163,52
2527.780805,5,-26,1163,52
2527.781805,4,-26,1163,52
2527.782782,4,-9,1163,52
2527.783774,6,-9,1163,52
2527.784785,8,5,1163,52
2527.785766,8,15,1163,52
2527.786736,5,16,1163,52
2527.787754,2,27,1163,52
2527.788735,0,30,1163,52
2527.789728,-6,5,1163,52
2527.790727,-12,-42,1163,52
2527.791743,-12,-34,1163,52
2527.792694,-7,-21,1163,52
2527.79369,-3,-47,1163,52
2527.794686,-1,-59,1163,52
2527.795707,-1,-36,1163,52
2527.79669,-2,6,1163,52
2527.797671,-2,59,1163,52
2527.798705,0,92,1163,52
2527.799655,2,102,1163,52
2527.800649,9,98,1163,52
2527.801656,13,60,1163,52
2527.802647,13,-14,1163,52
2527.803661,8,-97,1163,52
2527.804617,1,-131,1163,52
2527.805615,-3,-87,1163,52
2527.806648,-6,-51,1163,52
2527.8076,-9,-33,1163,52
2527.808599,-12,-38,1163,52
2527.80959,-14,-22,1163,52
2527.810589,-12,-3,1163,52
2527.81158,-9,22,1163,52
2527.812573,-4,79,1163,52
2527.813557,4,130,1163,52
2527.814577,14,142,1163,52
2527.815537,21,97,1163,52
